Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Students,Primary Instructor
2011,Spring,2011-sp,ACE,161,Microcomputer Applications,LBD,0,24,0,0,1,0,0,0,0,0,0,0,0,0,25,"Lo, Alexander C"
2011,Spring,2011-sp,ACE,161,Microcomputer Applications,LBD,0,24,0,0,0,0,0,1,0,0,0,0,0,0,25,"Lo, Alexander C"
2011,Spring,2011-sp,ACE,161,Microcomputer Applications,LBD,0,23,0,0,1,0,0,1,0,0,0,0,0,0,25,"Lo, Alexander C"
2011,Spring,2011-sp,ACE,161,Microcomputer Applications,LBD,0,22,0,0,1,0,0,0,0,0,1,0,0,0,24,"Lo, Alexander C"
2011,Spring,2011-sp,ACE,161,Microcomputer Applications,LBD,0,23,0,0,2,0,0,0,0,0,0,0,0,0,25,"Lo, Alexander C"
2011,Spring,2011-sp,ACE,161,Microcomputer Applications,ONL,0,9,0,0,5,0,0,6,0,0,2,0,1,0,23,"Rogalla, Valerie"
2011,Spring,2011-sp,ACE,161,Microcomputer Applications,LBD,0,7,0,0,9,0,0,5,0,0,0,0,1,0,22,"Rogalla, Valerie"
2011,Spring,2011-sp,ACE,161,Microcomputer Applications,LBD,0,10,0,0,7,0,0,1,0,0,0,0,3,0,21,"Rogalla, Valerie"
2011,Spring,2011-sp,ACE,199,Agribus Leadership and Policy,CNF,0,14,5,2,0,0,0,0,0,0,0,0,0,0,21,"Warfield, Ronald R"
2011,Spring,2011-sp,ACE,210,Environmental Economics,LEC,6,38,15,23,38,8,8,7,3,2,2,0,1,0,151,"Ando, Amy W"
2011,Spring,2011-sp,ACE,231,Food and Agribusiness Mgt,LCD,2,47,16,16,9,2,0,0,0,0,0,0,1,0,93,"Micheels, Eric T"
2011,Spring,2011-sp,ACE,232,Management of Farm Enterprises,LCD,0,14,0,0,38,0,0,25,0,0,8,0,1,0,86,"Stoddard, Paul B"
2011,Spring,2011-sp,ACE,240,Personal Financial Planning,LCD,0,8,2,2,19,1,3,9,1,0,0,0,0,0,45,"Braden, John B"
2011,Spring,2011-sp,ACE,240,Personal Financial Planning,LCD,2,9,2,7,26,3,6,25,2,1,9,3,2,1,97,"Braden, John B"
2011,Spring,2011-sp,ACE,251,The World Food Economy,LEC,1,23,26,18,22,15,7,7,5,1,0,0,1,0,126,"Winter-Nelson, Alex E"
2011,Spring,2011-sp,ACE,254,Economic Systems in Africa,LEC,4,13,4,8,3,2,3,3,0,1,2,0,2,0,45,"Allen-Smith, Joyce E"
2011,Spring,2011-sp,ACE,270,Consumer Economics,LEC,0,8,5,0,5,3,0,3,0,0,0,0,6,0,30,"Gundersen, Craig"
